Reporting Period	ID RSSD	UBPR3210	UBPR4340	UBPR7316	UBPR7402	UBPR7408	UBPR7414	UBPRD486	UBPRD488	UBPRD659	UBPRE001	UBPRE002	UBPRE003	UBPRE004	UBPRE005	UBPRE006	UBPRE007	UBPRE008	UBPRE009	UBPRE010	UBPRE011	UBPRE012	UBPRE013	UBPRE014	UBPRE015	UBPRE016	UBPRE017	UBPRE018	UBPRE019	UBPRE020	UBPRE021	UBPRE022	UBPRE023	UBPRE024	UBPRE025	UBPRE026	UBPRE027	UBPRE028	UBPRE029	UBPRE541	UBPRE542	UBPRJ248	UBPRJA35	UBPRK447	UBPRKW07	
		TOTAL EQUITY CAPITAL	NET INCOME	SURVEILLANCE MODEL ASSET GROWTH RATE	TOTAL DIVIDENDS AS PERCENT OF NET IN	ANNUAL CHANGE IN TIER 1 CAPITAL	NONCURRENT ASSETS AS PERCENT OF TOTL	RBC_T1_TOT_AA	RBC_TOT_RWA	ASET_QAVG_CYA	INC_AA	INT_EXP_AA	INT_INC_NET_AA	INC_NONINT_AA	OVHD_EXP_AA	PROV_LNLS_ATTR_AA	INC_PTAX_OP_AA	SEC_GN_AA	INC_PTAX_NET_OP_AA	INC_NET_OP_AA	INC_BEI_AA	INC_NET_SUBS_AA	INC_NET_AA	EA_AVG_AA	LIAB_IB_AA	INT_INC_EA	INT_EXP_EA	INT_INC_NET_EA	NET_LNLS_AVG_CYB	NOI_LNLS_CHGFF_CYB	LNLS_LOS_NET	LNLS_LOS_NHFS	LNLS_LOS_TOT	LNLS_ASET_TOT	NI_DIVD_ECAP_CYB	LNLS_NINV_ORE_CAP	LNLS_NET_GY	INV_TEMP_GY	NCORE_FND_LT1_GY	LNLS_TOT_PD_90_GRS	LNLS_TOT_NACCR	INCNET_NONCON_AA	Unrealized holding gains (losses) on	NCORE DPDNCY INS LIMIT TIME DEP	Provision for credit losses on all o	
3/31/2021 11:59:59 PM	498942	12254	309	20.33	17.8	0.95	3.64	12.4299		96083	3.34	0.27	3.06	0.18	1.93	0.02	1.29	0	1.29	1.29	1.28	1.02	1.29	97.76	71.94	3.41	0.28	3.13	0.06	45	17.89	1.02	1.02	50.47	8.32	12.4	-2.55	102.22	350.73	1.14	2.5	0	0	-30.7		
3/31/2021 11:59:59 PM	499154	13705	409	37.95	9.29	15.27	0.3	6.8171	14.0334	186780	3.27	0.31	2.97	0.35	2.15	0	1.17	0	1.17	0.88	0.88	0.88	0.88	91.72	60.4	3.57	0.33	3.23	0			1.07	1.06	38.66	10.81	11.67	8.73	656.3	205.52	0	0.3	0	0	-37.22		
3/31/2021 11:59:59 PM	499453	78681	2254	32.19	70.98	21.47	0.19	8.6077	14.3422	771460	3.5	0.65	2.86	0.39	1.92	0.11	1.22	0	1.22	1.17	1.27	0.97	1.17	92.9	74.78	3.77	0.69	3.08	0.02	105.71	69.16	1.25	1.24	67.5	3.39	1.37	14.19	260.87	-28.89	0.02	0.17	0	0	-6.41		
3/31/2021 11:59:59 PM	499501	123606	2250	5.42	0	9.06	0.29	12.9376		981469	3.74	0.34	3.4	0.2	2.29	0.17	1.14	0.01	1.16	0.92	1.09	0.92	0.92	95.37	70.73	3.92	0.36	3.57	0			0.92	0.92	82.64	7.32	6.2	3.57	659.2	-70.01	0	0.29	0	0.01	5.66		
3/31/2021 11:59:59 PM	499743	15413	724	18.41	153.31	10.88	0.28	8.4621		177392	4.41	0.6	3.81	0.62	2.57	0.25	1.61	-0.01	1.63	1.63	1.8	1.29	1.63	94.7	74.52	4.66	0.63	4.03	0.1	22.73	13.26	1.31	1.3	82.43	-9.89	8.31	20.01	-6.97	-35.27	0	0.28	0	0.03	-2.57		
3/31/2021 11:59:59 PM	499752	14250	452	28.92	90.71	0.79	0.05	7.2865	14.2281	195567	4.51	0.1	4.41	0.51	3.8	0.18	0.92	0	0.92	0.92	1.11	0.73	0.92	94.1	82.52	4.79	0.11	4.68	-0.01			1.2	1.2	63.95	1.18	9.52	4.63	195.9	49.41	0	0.05	0	0	-42.03		
3/31/2021 11:59:59 PM	499855	47878	1964	20.45	65.43	7.5	2.44	8.9447		523910	4.85	0.57	4.27	0.62	3.15	0.18	1.57	0	1.57	1.5	1.53	1.24	1.5	95.23	73.45	5.09	0.6	4.49	0.17	11.48	6.26	1.09	1.09	82.91	5.66	10.14	16.66	289.63	2.95	2.41	0.03	0	0	6.56		
3/31/2021 11:59:59 PM	500256	38439	650	-4.99	0	6.58	0	8.3906	45.8008	458122	1.49	0.04	1.45	0.08	0.81	0	0.72	0	0.72	0.57	0.59	0.57	0.57	97.02	59.69	1.54	0.04	1.5	-0.15			1.98	1.98	14.4	6.82	0	22.76	0.66	-5.32	0	0	0	0	-88.69		
3/31/2021 11:59:59 PM	500658	10162	202	14.58	91.58	-0.31	0.24	12.5108	20.4344	80978	4.21	0.23	3.98	0.21	2.97	0	1.21	0	1.21	1	0.9	1	1	95.35	59.16	4.42	0.24	4.17	0.14	12.1	9.02	1.24	1.24	68.39	0.67	2.92	14.06	40.17	-93.27	0	0.24	0	0	-17.75		
3/31/2021 11:59:59 PM	501105	16143355	448340	20.9	44.61	12.07	3.06	8.256	13.0119	147848773	2.75	0.08	2.67	1.14	2.24	-0.07	1.63	0	1.6	1.21	0.95	1.21	1.21	91.28	76.56	3.01	0.09	2.92	0.3	7.53	5.44	1.66	1.65	65.01	6.2	12.5	5.33	254.56	-14.44	1.09	1.97	0	-0.03	-23.29	0.01	
3/31/2021 11:59:59 PM	501132	92921	1452	16.37	0	2.89	0.47	11.7857		739042	3.41	0.71	2.7	0.72	2.2	0.16	1.05	0	1.06	0.79	0.67	0.79	0.79	92.56	76.85	3.68	0.76	2.92	0.54	4.13	2.22	1.19	1.19	50.32	6.17	5.71	-1.05	-10	143.57	0	0.47	0	0	12.12		
3/31/2021 11:59:59 PM	501459	118172	1847	27.54	54.52	-4.78	0.81	11.5827	15.1727	871879	3.08	0.47	2.61	0.29	1.78	0.02	1.1	0	1.1	0.85	0.87	0.85	0.85	91.1	83.8	3.38	0.52	2.86	0			0.95	0.95	67.49	2.85	3.88	8.59	357.23	-23.46	0.01	0.79	0	0	-13.92		
3/31/2021 11:59:59 PM	501655	9135	160	19.67	55	2.93	1.58	7.5746	12.2361	108275	3.34	0.3	3.04	0.22	2.6	0	0.66	0	0.66	0.59	0.35	0.52	0.59	95.65	69.06	3.49	0.31	3.18	0.38	2.57	3.07	1.13	1.13	63.76	3.12	10.63	6.69	-5.77	18.79	0.08	1.5	0	0	5.47		
3/31/2021 11:59:59 PM	501767	29848	292	8.99	0	3.74	2.02	20.5176		143319	3.67	0.18	3.48	0.75	3.17	0	1.06	0	1.06	0.81	0.84	0.81	0.81	83.76	48.64	4.38	0.22	4.16	-0.04			2.06	2.06	54.3	3.92	14.44	-5.48	176.69	-78.66	0	2.02	0	0	-17.18		
3/31/2021 11:59:59 PM	501815	55773	1021	23.69	48.29	5.2	0.62	7.739	12.3929	540899	2.95	0.38	2.58	0.33	1.92	0.05	0.94	0.01	0.95	0.76	0.8	0.76	0.76	91.13	83.39	3.24	0.41	2.83	0.01	264.2	228.65	1.26	1.26	62.97	3.8	6.38	2.87	338.1	-35.79	0.08	0.54	0	-0.01	-26.81		
3/31/2021 11:59:59 PM	502111	36128	505	-12.8	0	-10.76	1.9	18.072	22.9784	199961	3.98	1.28	2.71	0.01	2.32	-0.65	1.05	0	1.05	1.01	0.36	0.83	1.01	100.52	69.22	3.96	1.27	2.69	0			1.57	1.57	86.95	5.63	8.61	-9.19	-38.94	-55.42	0	1.9	0	0	10.81		
3/31/2021 11:59:59 PM	502447	14645	273	17.66	0	-1.44	3.46	15.3079		95970	3.91	0.16	3.75	0.45	2.78	0	1.42	0.06	1.49	1.14	1.15	1.14	1.14	94.4	54.24	4.14	0.17	3.97	-0.01			1.79	1.79	58.26	7.43	12.47	4.89	51.64	9000	0.08	3.38	0	0	-17.74		
3/31/2021 11:59:59 PM	502559	15026	1057	46.87	9.46	24.32	0	9.2008	18.603	163106	4.96	0.18	4.78	1.43	2.75	0	3.46	0	3.44	2.59	2.6	2.59	2.59	93.95	44.02	5.28	0.19	5.09	-0.01			1.84	1.82	56.02	26.26	0.35	11.33	235.02	-100	0	0	0	-0.02	-47.69		
3/31/2021 11:59:59 PM	502652	32317	527	36.25	19.92	6.31	0	9.1766		349042	3.09	0.58	2.51	0.73	2.48	0	0.77	0.02	0.79	0.6	0.6	0.6	0.6	95.28	74.04	3.24	0.61	2.64	0			1.11	1.1	80.05	5.31	0.02	44.2	2.87	-66.03	0	0	0	0	13.75		
3/31/2021 11:59:59 PM	502746	34656	1288	22.4	34.7	8.44	0.18	9.8708	14.8076	339234	4.06	0.26	3.81	0.32	2.06	0	2.06	0	2.06	1.52	1.46	1.52	1.52	95.38	60.37	4.26	0.27	3.99	0.09	32.13	14.25	1.23	1.23	70.08	9.74	1.69	9.16	181.6	-61.28	0.02	0.16	0	0	-12.05		
3/31/2021 11:59:59 PM	502849	215105	9394	18.02	63.87	16.21	0.53	8.3814	11.549	2269451	3.65	0.24	3.41	0.65	2.08	0.22	1.75	0.02	1.77	1.66	1.83	1.4	1.66	95.8	82.99	3.81	0.25	3.56	0.07	35.28	16.46	1.17	1.17	71.62	6.25	4.23	15.03	-66.47	-31.28	0	0.53	0	0	5.33		
3/31/2021 11:59:59 PM	503547	6058	20	20.77	0	1.3	1.72	12.5893	22.2796	53728	3.27	0.27	3.01	0.31	2.58	0.48	0.24	0	0.24	0.15	0.28	0.15	0.15	95.72	59.03	3.42	0.28	3.14	0.63	2.02	1.61	1.03	1.03	54.49	1.32	9.58	2.56	66.07	50.4	0	1.71	0	0	-47.66		
3/31/2021 11:59:59 PM	503640	10304	624	96.08	0	124.72	0.05	13.2243	16.5522	79679	1.55	0.58	0.97	21.94	19.58	0	3.32	0	3.32	3.13	3.13	2.62	3.13	127.56	71.56	1.21	0.45	0.76	0			0.97	0.42	38.92	24.63	0.16	50.39	136.77	-100	0	0.05	0	0	-79.17		
3/31/2021 11:59:59 PM	504142	11666	268	16.13	0	8.41	0.9	8.2104	19.6393	140895	2.89	0.18	2.71	0.29	2.19	0.04	0.76	0	0.76	0.76	0.79	0.6	0.76	96.09	67.29	3.01	0.19	2.82	0.02	70.75	66.81	1.54	1.54	47.55	9.1	4.89	-2.79	-17.48	1.27	0	0.9	0	0	-13.55		
3/31/2021 11:59:59 PM	504311	38391	1142	23.25	5.69	11.89	0.04	7.7182	13.8961	488614	3.96	0.49	3.47	1.24	3.49	0.04	1.19	0	1.19	0.93	0.97	0.93	0.93	93.68	66.25	4.23	0.52	3.7	0	372	283.75	1.3	1.27	69.85	11.27	0.32	14.16	65.07	-23.99	0	0.04	0	0	3.21		
3/31/2021 11:59:59 PM	504535	25647	764	34.06	24.87	7.33	1.86	9.0861	14.9479	256069	3.56	0.27	3.28	0.36	2.15	0	1.49	0	1.5	1.19	1.18	1.19	1.19	84.99	56.48	4.18	0.32	3.86	0.02	154.5	62.33	1.26	1.25	44.29	8.94	5.04	4.93	101.55	0.79	0.81	1.05	0	0	-34.17		
3/31/2021 11:59:59 PM	504647	11322	386	17.85	38.86	7.36	0	12.9418		87530	3.56	0.18	3.38	0.37	1.82	0	1.92	0	1.92	1.76	1.73	1.52	1.76	94.89	63.6	3.75	0.19	3.56	0.07	55.43	12.54	0.88	0.88	44.69	8.4	0	0.55	28.99	227.04	0	0	0	0	-35.66		
3/31/2021 11:59:59 PM	504713	50522081	2305481	1.77	86.75	7.38	1.08	8.4628	13.6692	537066258	2.49	0.15	2.35	1.67	2.44	-0.56	2.19	0.02	2.21	1.72	0.94	1.72	1.72	91.99	64.26	2.71	0.16	2.55	0.29	9.71	7.11	2.15	2.09	54.75	2.37	8.21	-6.2	-8.28	-36.71	0.71	0.37	0	0	9.1	-0.06	
3/31/2021 11:59:59 PM	505550	53091	1471	109.28	0	93.92	1.35	9.4364	14.613	527385	3.41	0.55	2.85	0.69	2	0	1.54	0	1.54	1.12	1.12	1.12	1.12	94.92	73.21	3.59	0.58	3.01	0			0.81	0.81	66.51	11.14	20.25	93.09	134.49	15.88	0	1.35	0	0	18.64		
3/31/2021 11:59:59 PM	505916	6365	152	15.25	96.05	7.81	0.31	8.2188		76057	3.49	0.23	3.26	0.39	2.54	0.06	1.05	0	1.05	0.8	0.86	0.8	0.8	94.54	73.03	3.69	0.24	3.45	0			1.14	1.14	60.88	0.37	3.13	7.55	12.69	54.02	0	0.31	0	0	-7.46		
3/31/2021 11:59:59 PM	506249	236518	9371	19.22	85.37	2.86	0.23	8.7182	12.2837	2410789	3.18	0.13	3.05	1.64	2.63	0.08	1.99	0	1.99	1.55	1.62	1.55	1.55	95.66	83.88	3.33	0.13	3.19	0.01	196.75	99.63	1.44	1.42	70.88	2.32	2.32	12.49	58.84	19.85	0.02	0.21	0	0	3.61		
3/31/2021 11:59:59 PM	506922	1629057	77417	44.22	22.74	44.45	0.92	10.1064	14.7244	12791398	3.58	0.24	3.35	0.9	2.14	-1.09	3.21	0	3.21	2.42	1.3	2.42	2.42	94.17	81.36	3.8	0.25	3.55	0.01	227.08	109.36	1.25	1.24	80.88	14.87	5.66	55.15	-34.53	41.72	0	0.91	0	0	13.49	-0.03	
3/31/2021 11:59:59 PM	507068	304328	8494	24.76	24.22	9.06	0.29	9.5574	19.0713	3190313	3.04	0.06	2.98	0.68	2	0.15	1.51	0	1.51	1.06	1.2	1.06	1.06	95.09	29.91	3.19	0.06	3.13	0.03	89.4	73.66	2.49	2.49	50.87	8.45	2.66	8.21	101.97	-49.31	0	0.29	0	0	-15.33		
3/31/2021 11:59:59 PM	507152	76612	3077	17.99	66.75	7.97	1.64	9.1561	16.6062	798148	3.6	0.32	3.28	0.29	1.78	0.08	1.72	0	1.72	1.54	1.62	1.36	1.54	98.14	66.23	3.67	0.32	3.34	0			1.32	1.32	59.67	5.34	12.3	-2.7	184.99	30.23	0	1.64	0	0	-20.8		
3/31/2021 11:59:59 PM	507349	6507	236	15.8	127.12	6.13	0	10.2631		60391	3.99	0.55	3.44	0.07	1.85	0	1.66	0	1.72	1.56	1.56	1.36	1.56	95.67	67.17	4.17	0.57	3.6	0			1.25	1.25	43.68	-3.85	0	-8.73	226.86	-33.87	0	0	0	0.07	-10.59		
3/31/2021 11:59:59 PM	507509	119089	2185	15.12	0	9.61	0.47	7.7106	15.4262	1608189	2.83	0.31	2.52	1.17	2.8	0.19	0.71	0	0.68	0.54	0.69	0.54	0.54	96.49	77.01	2.94	0.32	2.62	0.06	22.54	34.91	2.08	2.05	61.15	7.35	12.85	-4.07	108.29	-38.08	0	0.47	0	-0.02	-9.82		
3/31/2021 11:59:59 PM	508270	8005	57	4.56	0	2.44	1.51	7.526	16.8999	106364	3.1	2.24	0.86	0.05	0.7	0	0.22	0	0.22	0.21	0.21	0.21	0.21	90.53	89.85	3.42	2.47	0.95	0			0.46	0.46	74.69	2.86	12.55	0.01	17.61		0.18	1.33	0	0	-17.74		
3/31/2021 11:59:59 PM	508346	177929	6275	13.55	71.71	7.76	2.67	10.3731	14.6229	1707872	3.8	0.33	3.47	1.06	2.67	0	1.86	0	1.86	1.47	1.53	1.47	1.47	96.39	65.87	3.94	0.34	3.6	-0.08			1.44	1.43	73.33	3.98	23.56	8.13	86.07	-32.61	0	2.67	0	0	6.84		
3/31/2021 11:59:59 PM	508355	34150	1406	28.22	7.18	23.51	3.85	9.3826		349461	4.78	0.49	4.29	1.05	3.32	0.4	1.62	0	1.62	1.61	1.99	1.28	1.61	93.64	69.73	5.11	0.53	4.58	0.03	92.42	50.41	1.61	1.61	62.91	15.81	12.51	10.33	83.4	-9.68	1.96	1.89	0	0	-22.8		
3/31/2021 11:59:59 PM	509811	680729	23152	22.97	32.39	8.64	0.59	12.1223		5175910	3.42	0.29	3.14	0.98	2.01	-0.19	2.3	-0.02	2.28	1.79	1.58	1.79	1.79	94.51	63.35	3.62	0.3	3.32	0.02	153.01	64.05	1.28	1.27	65.92	9.24	12.55	8.39	62.83	22.73	0.25	0.34	0	0	5.31	0	
3/31/2021 11:59:59 PM	509857	3595	26	18.12	0	7.02	0.16	7.4588	15.9041	46375	2.87	0.2	2.67	0.64	3.04	-0.06	0.32	0	0.27	0.22	0.18	0.22	0.22	88.54	67.4	3.24	0.22	3.02	-0.05			1.95	1.95	31.69	2.87	17.66	-10.22	172.2	-75.76	0.15	0.01	0	-0.05	-47.49		
3/31/2021 11:59:59 PM	509950	1018328	40157	37	0	25.51	0.67	9.0232	11.382	10526824	4.08	0.47	3.61	2.42	3.83	0.24	1.96	0	1.96	1.53	1.74	1.53	1.53	93.98	66.51	4.34	0.5	3.84	0.03	96.29	39.51	1.11	1.07	77.36	16.18	5.37	39.01	159.02	2.67	0.19	0.49	0	0	11.4		
3/31/2021 11:59:59 PM	510330	49349	765	23.48	15.56	3.18	0.53	14.8915		324623	3.84	0.46	3.38	0.42	2.43	0.17	1.19	0.01	1.2	0.94	1.11	0.94	0.94	91.09	62.47	4.21	0.51	3.71	0			1.55	1.55	52.95	5.19	2.14	16.59	-11.05	-23.23	0	0.53	0	0	1.72		
3/31/2021 11:59:59 PM	510648	17249	644	24.08	0	5.39	0.93	9.6367		184275	3.21	0.13	3.08	1.07	2.8	0	1.35	0.48	1.89	1.4	1.4	1.4	1.4	96.84	64.6	3.31	0.14	3.18	0			1.2	1.2	58.79	14.86	7.14	-0.22	63.95	-26.92	0	0.93	0	0.07	-12.88		
3/31/2021 11:59:59 PM	510871	2340202	59590	48.9	31.55	5.9	3.06	12.0035	20.2441	19034762	4.12	0.36	3.76	0.54	2.77	-0.3	1.85	0	1.85	1.25	0.68	1.25	1.25	95.98	61.45	4.29	0.37	3.92	0.41	6.04	7.43	3.05	3.03	58.42	6.89	26.33	29.47	27.17	3.25	1.38	1.68	0	0	5.43	-0.02	
3/31/2021 11:59:59 PM	510938	60237	1935	17.15	0.31	8.28	0.46	10.5939		481594	4.04	0.13	3.91	0.72	2.5	0	2.14	0.1	2.23	1.61	1.67	1.61	1.61	95.13	65.16	4.25	0.13	4.11	-0.1			1.36	1.36	63.53	12.89	8	14.71	20.95	51	0	0.46	0	0	-2.84		
3/31/2021 11:59:59 PM	510947	9789	387	16.53	45.22	8.36	0.3	8.7699	13.5328	107504	3.41	0.48	2.94	1.17	2.12	0	1.99	0	1.99	1.44	1.41	1.44	1.44	93.86	69.29	3.64	0.51	3.13	0.05	58.22	19.36	1.03	1.03	60.26	8.71	5.11	4.3	83.5	6.3	0.08	0.22	0	0	-8.15		
3/31/2021 11:59:59 PM	511832	50670	825	14.01	0	5.13	2.88	14.0362		356173	3.98	0.62	3.36	0.54	2.63	0	1.27	0	1.27	0.93	0.91	0.93	0.93	77.58	70.58	5.13	0.8	4.33	0.02	100	80.14	1.52	1.52	62.88	6.55	22.53	6.07	-4.9	-6.8	0	2.88	0	0	9.99		
3/31/2021 11:59:59 PM	513256	56145	2597	26.84	80.86	10.4	0.02	10.5495		488364	3.92	0.24	3.68	0.33	2.26	0.04	1.71	0.51	2.23	2.13	2.16	1.76	2.13	95.19	62.95	4.12	0.25	3.87	0			1.91	1.91	56.52	3.49	0.46	13.29	129.94	-39.71	0.01	0.01	0	0	-13.8		
3/31/2021 11:59:59 PM	513322	7098	50	34.44	276	5.39	1	10.073	11.2948	76235	4.39	0.32	4.07	0.05	3.36	0.39	0.36	0.01	0.37	0.26	0.61	0.26	0.26	107.76	81.1	4.07	0.3	3.78	0.05	17.12	16.5	0.82	0.82	67.63	-4.92	17.1	25.15	282.51	-46.87	0	1	0	0	-12.5		
3/31/2021 11:59:59 PM	513340	54115	1805	11.45	41.55	6.09	1.39	9.0571	15.5898	554587	3.6	0.41	3.19	0.42	2.01	0	1.61	0	1.61	1.3	1.33	1.3	1.3	94.04	87.88	3.83	0.44	3.39	-0.04			0.96	0.96	77.4	7.86	21.29	14.52	-13.93	-47.72	0	1.39	0	0	9.74		
3/31/2021 11:59:59 PM	513546	25720	674	25.7	1.48	4.16	0.23	10.3135		232356	3.14	0.2	2.94	0.7	2.37	0.05	1.21	0	1.23	1.16	1.21	0.97	1.16	94.59	71.82	3.32	0.21	3.11	0			0.84	0.83	58.96	10.38	9.48	15.32	117.9	-7.46	0.04	0.19	0	0.02	-12.01		
3/31/2021 11:59:59 PM	513854	7352	131	25.08	68.7	13.25	0.18	8.7545	12.4445	81707	4.37	0.36	4.01	0.65	3.85	0.17	0.64	0.03	0.67	0.64	0.85	0.53	0.64	95.5	53.12	4.57	0.37	4.2	-0.05			1.01	1.01	72.56	2.35	2.98	21.36	128.17	-47.35	0	0.18	0	0	-14.82		
3/31/2021 11:59:59 PM	513920	5323	47	11.85	0	1.05	0	9.9917		53184	2.88	0.16	2.73	0.22	2.9	0.02	0.03	0.42	0.45	0.35	0.37	0.35	0.35	97.77	70.07	2.95	0.16	2.79	0			1.26	1.26	29.05	3.32	0	-16.67	29.86	-67.25	0	0	0	0	-3.42		
3/31/2021 11:59:59 PM	514048	40057	1684	30.42	48.4	45.48	0.09	9.1428		438127	4.22	0.64	3.58	1.07	2.81	0.27	1.56	0	1.56	1.54	1.82	1.23	1.54	79.7	78.54	5.29	0.8	4.49	-0.01			1.42	1.41	67.9	8.77	2.14	17.33	336.52	-12.66	0	0.09	0	0	0.64		
3/31/2021 11:59:59 PM	514057	2463	142	31.03	0	13.66	0.4	12.6867		19414	2.95	0.25	2.7	2.62	2.29	0	3.03	0	3.03	2.93	2.93	2.93	2.93	96.36	60.67	3.06	0.26	2.8	0			2.02	2.02	35.69	23.75	1.53	-2.22	71.73	-100	0.03	0.37	0	0	-168.59		
3/31/2021 11:59:59 PM	514066	182972	3827	30.78	9.49	6.65	0.81	8.8978		2027863	3.26	0.09	3.18	0.61	2.77	0	1.02	0.05	1.06	0.75	0.77	0.75	0.75	96.4	86.83	3.39	0.09	3.3	-0.02			1.07	1.07	64.78	7.45	5.68	27.16	492.38	-61.75	0	0.81	0	0	-5.56		
3/31/2021 11:59:59 PM	514132	45565	1797	9.78	72.34	4.12	1.71	9.7738	17.0611	477753	4.17	0.55	3.61	0.87	2.71	0.26	1.51	0	1.51	1.5	1.68	1.19	1.5	94.84	74.75	4.39	0.58	3.81	0.12	22.14	11.44	1.41	1.4	63.29	4.36	16.49	-3.2	90.1	-8.52	0.08	1.63	0	0	-22.61		
3/31/2021 11:59:59 PM	514356	3713	66	5.2	0	3.57	0.81	13.4247		27271	4.3	0.44	3.86	1.95	4.88	0	0.92	0	0.97	0.97	0.98	0.97	0.97	83.86	67.78	5.12	0.52	4.6	-0.02			1.21	1.21	67.96	7.17	5.75	11.97	-4.95	-30.85	0.33	0.48	0	0.04	-19.11		
3/31/2021 11:59:59 PM	514655	78571	2758	11.8	70.16	8.34	0.81	10.8956		670404	3.94	0.19	3.76	0.69	2.62	0.09	1.74	0	1.74	1.65	1.73	1.38	1.65	97.44	85.49	4.05	0.19	3.85	0	1453.5	660.38	1.16	1.16	66.15	4.16	5.18	11.53	125.46	-34.56	0	0.81	0	0	-3.59		
3/31/2021 11:59:59 PM	514936	25707	499	21.24	0	3.88	0	10.8583		230325	3.08	0.18	2.9	0.86	2.61	0	1.15	0	1.15	0.87	0.93	0.87	0.87	95.14	58.83	3.23	0.19	3.05	-0.11			2.38	2.38	54.34	7.84	3.89	4.41	61.63	49.6	0	0	0	0	-57.1		
3/31/2021 11:59:59 PM	515054	9979	-209	16.88	0	-12.89	1.68	7.4525	14.3841	103427	2.95	0.24	2.72	0.49	3.52	0.58	-0.89	0	-0.89	-0.81	-0.19	-0.81	-0.81	90.87	61.09	3.25	0.26	2.99	-0.08			3.49	3.49	45.92	-8.26	22.36	0.16	146.27	-18.68	0.05	1.63	0	0	-29.07		
3/31/2021 11:59:59 PM	515979	6318	-69	6.45	0	-3.02	1.71	17.6836	51.7481	35728	2.09	0.06	2.04	0.56	3.37	0	-0.77	0	-0.77	-0.77	-0.77	-0.77	-0.77	96.81	69.5	2.16	0.06	2.1	0			10.9	10.9	19.08	-4.34	2.96	-32.68	121.36	-11.59	0	1.71	0	0	-47.06		
3/31/2021 11:59:59 PM	516154	16171	850	13.82	23.53	7.84	1.05	11.1821	16.0885	134925	5.72	1.25	4.47	0.06	1.8	0.24	2.5	0	2.53	2.52	2.76	2	2.52	95.13	79.3	6.01	1.31	4.7	0			1.05	1.05	74.8	16.41	6.27	3.26	92.57	61.8	0	1.05	0	0.03	8.44		
3/31/2021 11:59:59 PM	516855	74678	3461	26.3	55.62	7.14	0.8	9.924	15.8939	748318	4.06	0.65	3.41	0.14	1.37	0.32	1.85	0	1.85	1.85	2.15	1.46	1.85	99.58	68.79	4.08	0.65	3.42	0.03	90.24	63.23	1.89	1.89	76.68	8.31	5.69	23.84	45.41	15.63	0	0.8	0	0	-3.88		
3/31/2021 11:59:59 PM	516873	9758	-386	11.69	0	-5.32	1.51	11.4863	25.812	100343	2.69	0.42	2.27	0.13	3.75	0.23	-1.58	0	-1.58	-1.54	-1.5	-1.54	-1.54	92.83	76.58	2.9	0.46	2.45	0.48	-7.06	2.14	1	1	40.82	-14.94	9.6	4.56	84.19	11.98	0	1.51	0	0	3.21		
3/31/2021 11:59:59 PM	517049	110987	5235	12.85	0	11.02	0.04	9.5029	11.6931	1091814	4.46	0.57	3.89	1.2	2.63	0	2.46	0	2.45	1.92	1.87	1.92	1.92	92.84	87.76	4.81	0.61	4.19	0.06	53.1	21.03	1.22	1.21	76.63	19.32	4.74	9.58	52.73	-20.89	0	0.04	0	-0.02	3.91		
3/31/2021 11:59:59 PM	517357	54596	1657	27.91	45.26	9.73	0.15	10.1406		447909	4.99	0.33	4.66	0.39	2.77	0.74	1.54	-0.03	1.51	1.48	2.22	1.2	1.48	95.04	57.55	5.25	0.35	4.9	-0.01			1.51	1.51	74.73	6.66	1.54	39.41	43.34	22.97	0	0.15	0	0	5.03		
3/31/2021 11:59:59 PM	517441	32512	750	12.79	33.87	4.98	0.85	12.1788		241010	3.79	0.48	3.3	0.61	2.17	0.05	1.69	0	1.71	1.24	1.31	1.24	1.24	91.84	70.53	4.12	0.52	3.6	-0.04			1.26	1.26	53.84	6.12	6.17	4.77	79.53	5.75	0	0.85	0	0.02	-15.07		
3/31/2021 11:59:59 PM	517674	118474	910	32.36	0	3.28	0.23	9.7375	23.1502	1196669	2.51	0.49	2.02	0.59	2.23	0	0.38	0	0.38	0.3	0.3	0.3	0.3	94.25	74.06	2.66	0.52	2.14	0.01	57.15	48.79	0.65	0.65	47.94	3.05	5.15	1.87	213.15	10.5	0.02	0.21	0	0	-39.21		
3/31/2021 11:59:59 PM	518037	80381	2389	19.89	0	15.03	0.58	9.0044		947726	3.31	0.39	2.91	0.43	2.17	-0.11	1.28	0.06	1.34	1.01	0.89	1.01	1.01	86.99	67.13	3.8	0.45	3.35	0.02	99.14	72.39	1.32	1.32	62.93	11.59	11.29	12.53	-41.97	94.35	0.04	0.53	0	0	0.9		
3/31/2021 11:59:59 PM	518176	16040	99	12.15	0	4.59	0.45	26.9229		58597	3.67	0.86	2.81	1.59	2.51	0	1.89	0	0.85	0.68	0.68	0.68	0.68	84.83	72.97	4.33	1.01	3.31	0			1.43	1.38	35.45	2.45	1.33	-9.73	53.83	164.64	0.14	0.31	0	-1.04	-2.45		
3/31/2021 11:59:59 PM	518354	9650	86	17.12	0	3.91	7.55	14.8688	28.4278	64901	2.94	0.1	2.83	3.58	5.53	0.37	0.51	0	0.51	0.53	0.62	0.53	0.53	81.68	57.6	3.6	0.13	3.47	0.58	2.8	4.04	2.43	2.38	44.86	3.58	28.45	-7.6	-50.4		0	7.55	0	0	-5.67		
