Reporting Period	ID RSSD	UBPR3210	UBPR4340	UBPR7316	UBPR7402	UBPR7408	UBPR7414	UBPRD486	UBPRD488	UBPRD659	UBPRE001	UBPRE002	UBPRE003	UBPRE004	UBPRE005	UBPRE006	UBPRE007	UBPRE008	UBPRE009	UBPRE010	UBPRE011	UBPRE012	UBPRE013	UBPRE014	UBPRE015	UBPRE016	UBPRE017	UBPRE018	UBPRE019	UBPRE020	UBPRE021	UBPRE022	UBPRE023	UBPRE024	UBPRE025	UBPRE026	UBPRE027	UBPRE028	UBPRE029	UBPRE541	UBPRE542	UBPRJ248	UBPRJA35	UBPRK447	UBPRKW07	
		TOTAL EQUITY CAPITAL	NET INCOME	SURVEILLANCE MODEL ASSET GROWTH RATE	TOTAL DIVIDENDS AS PERCENT OF NET IN	ANNUAL CHANGE IN TIER 1 CAPITAL	NONCURRENT ASSETS AS PERCENT OF TOTL	RBC_T1_TOT_AA	RBC_TOT_RWA	ASET_QAVG_CYA	INC_AA	INT_EXP_AA	INT_INC_NET_AA	INC_NONINT_AA	OVHD_EXP_AA	PROV_LNLS_ATTR_AA	INC_PTAX_OP_AA	SEC_GN_AA	INC_PTAX_NET_OP_AA	INC_NET_OP_AA	INC_BEI_AA	INC_NET_SUBS_AA	INC_NET_AA	EA_AVG_AA	LIAB_IB_AA	INT_INC_EA	INT_EXP_EA	INT_INC_NET_EA	NET_LNLS_AVG_CYB	NOI_LNLS_CHGFF_CYB	LNLS_LOS_NET	LNLS_LOS_NHFS	LNLS_LOS_TOT	LNLS_ASET_TOT	NI_DIVD_ECAP_CYB	LNLS_NINV_ORE_CAP	LNLS_NET_GY	INV_TEMP_GY	NCORE_FND_LT1_GY	LNLS_TOT_PD_90_GRS	LNLS_TOT_NACCR	INCNET_NONCON_AA	Unrealized holding gains (losses) on	NCORE DPDNCY INS LIMIT TIME DEP	Provision for credit losses on all o	
3/31/2021 11:59:59 PM	37	16988	55	13.99	0	1.26	0.46	18.3717		88179	2.98	0.33	2.66	0.34	2.69	0	0.32	0	0.32	0.25	0.25	0.25	0.25	95.14	56.14	3.14	0.34	2.79	-0.02			4.56	4.56	23.11	1.27	0.99	-9.69	89.82	0.97	0.12	0.35	0	0	-11.67		
3/31/2021 11:59:59 PM	242	5105	161	25.05	177.02	0.47	0.04	9.6071		52992	3.02	0.42	2.61	0.49	1.77	0	1.33	0	1.33	1.22	1.35	1.05	1.22	94.55	67.27	3.2	0.44	2.76	-0.28			0.71	0.71	44.96	-9.38	1.33	1.66	67.34	476.45	0.04	0	0	0	-10.61		
3/31/2021 11:59:59 PM	279	31658	244	17.27	0	1.47	0.45	10.097		306887	3.42	0.73	2.69	0.48	2.77	0	0.4	0	0.4	0.32	0.32	0.32	0.32	94.59	78.66	3.62	0.77	2.84	0	295	390.5	0.73	0.73	67.08	3.09	5.09	16.54	87.01	-28.37	0	0.45	0	0	2.45		
3/31/2021 11:59:59 PM	354	1653	0	30.16		14.39	0	8.7627		18864	3.73	0.28	3.46	0.87	4.33	0	0	0	0	0	0.04	0	0	97.13	45.9	3.84	0.28	3.56	-0.09			2.15	2	46.82	0	0	-22.85	312.13	1.56	0	0	0	0	-89.21		
3/31/2021 11:59:59 PM	457	4989	174	16.75	59.2	13.85	0.72	8.0743	13.8511	61789	4.04	0.6	3.44	0.26	2.58	0	1.12	0	1.14	1.13	1.08	0.9	1.13	97.56	73.8	4.14	0.61	3.53	0.07	24.86	24.07	1.53	1.53	66.83	5.73	5.49	-5	165.04	-43.17	0.23	0.49	0	0.02	-20.47		
3/31/2021 11:59:59 PM	505	57348	1191	16.32	33.5	7.45	0.47	8.3152	13.3367	702946	3.26	0.19	3.07	0.51	2.6	0.12	0.86	0	0.86	0.68	0.79	0.68	0.68	97.05	71.05	3.36	0.2	3.16	0.02	73.57	82.23	1.46	1.46	70.51	5.56	2.66	8.02	161.29	53.89	0.22	0.25	0	0	-12.61		
3/31/2021 11:59:59 PM	1155	26234	1223	16.16	49.06	7.41	0.08	8.88		291294	3.81	0.28	3.53	0.94	2.63	0.07	1.77	0	1.77	1.68	1.88	1.4	1.68	94.43	78.01	4.03	0.3	3.73	-0.19			2.02	2.02	68.34	9.56	0.97	5.26	115.61	-6.54	0	0.08	0	0	-18.46		
3/31/2021 11:59:59 PM	1351	27829	687	9.99	50.22	4.11	3.46	14.831		187621	4.36	0.83	3.53	0.27	2.13	0.16	1.51	0	1.51	1.46	1.72	1.19	1.46	93.99	70.09	4.64	0.88	3.76	-0.16			1.25	1.25	56.15	4.94	33.49	2.75	4.59	-28.58	1.56	1.91	0	0	-2.98		
3/31/2021 11:59:59 PM	1454	104176	3132	10.64	39.91	7.29	0.17	10.6668		974287	2.41	0.08	2.32	1	2.06	0	1.26	0.04	1.31	1.29	1.29	1.04	1.29	97.16	58.56	2.48	0.09	2.39	-0.01			1.26	1.24	36.43	7.07	3.02	34.4	-36.69	-11.82	0	0.17	0	0.01	-19.81		
3/31/2021 11:59:59 PM	1669	51054	1374	16.2	0	3.02	0.33	14.3827		348529	3.48	0.19	3.29	0.64	1.83	0.15	1.95	0	1.95	1.58	1.68	1.58	1.58	92.2	60.02	3.77	0.2	3.57	0.08	47.13	24.07	1.83	1.83	54.52	10.91	0.88	13.07	-0.47	-38.19	0.09	0.24	0	0	-12.42		
3/31/2021 11:59:59 PM	1856	11653	171	-14.24	233.92	4.48	3.38	14.7041		76995	3.09	0.73	2.36	0.1	1.57	0.01	0.89	0	0.89	0.89	0.9	0.7	0.89	94.85	81.75	3.26	0.77	2.49	0			0.91	0.91	42.58	-7.8	9.21	-9.97	50.82	5.02	0	3.38	0	0	0.6		
3/31/2021 11:59:59 PM	2161	26247	417	52.56	0	25.96	1.86	10.7216	17.7947	277936	3.76	0.27	3.48	0.44	3.18	0	0.75	0	0.75	0.6	0.6	0.6	0.6	94.45	67.36	3.98	0.29	3.69	0			1.23	1.23	57.21	6.76	15.87	31.81	92.74	-45.68	0.01	1.85	0	0	-6.34		
3/31/2021 11:59:59 PM	2732	103945	951	10.03	47.32	3.05	0.36	14.9937		684771	2.83	0.32	2.51	0.11	1.81	0	0.81	0	0.81	0.56	0.55	0.56	0.56	97.35	60.31	2.91	0.33	2.58	0.01	171.38	157.31	1.11	1.11	65.04	1.93	1.48	9.13	4.35	27.83	0	0.36	0	0	-15.89		
3/31/2021 11:59:59 PM	2750	7508	160	16.51	97.5	-0.41	0	10.9932	16.8949	67678	4.62	0.65	3.97	0.21	2.49	0.38	1.3	0	1.03	0.95	1.33	0.81	0.95	94.45	76.01	4.89	0.69	4.2	0			1.22	1.22	59.33	0.21	0	-4.03	49.54	-50.29	0	0	0	-0.27	-0.54		
3/31/2021 11:59:59 PM	3252	30148	944	20.55	42.37	5.09	1.94	12.4533	25.4939	237912	4.06	0.25	3.81	0.18	2.02	0.25	1.72	0	1.72	1.59	1.01	1.36	1.59	93.91	69.61	4.33	0.27	4.06	1.95	2.25	2.08	3.98	3.98	38.75	7.26	5.88	0.18	107.19	25.26	0	1.94	0	0	-17.64		
3/31/2021 11:59:59 PM	3458	5383	12	20.53	0	5.26	0.95	8.1013	12.0992	67187	3.99	0.92	3.07	0.18	2.94	0.24	0.08	0	0.08	0.07	0.31	0.07	0.07	72.06	79.36	5.54	1.28	4.26	0			1.16	1.16	63.26	0.88	5.29	3.73	109.79	21.59	0.26	0.7	0	0	10.78		
3/31/2021 11:59:59 PM	3720	41489	945	21.86	15.66	5.41	0.14	12.1315		335721	2.96	0.13	2.84	0.81	2.2	0	1.45	0	1.45	1.13	1.13	1.13	1.13	93.04	63.78	3.19	0.13	3.05	-0.01			1.09	1.09	44.6	7.65	2.97	2.7	166.25	-30.56	0	0.14	0	0	-32.32		
3/31/2021 11:59:59 PM	3971	106901	2551	13.66	39.2	5.75	0.6	12.1506	15.0827	861414	4.47	0.54	3.93	0.48	2.64	0.14	1.62	0	1.62	1.18	1.31	1.18	1.18	98.88	66.34	4.52	0.55	3.97	0.01	179.86	86.93	1.07	1.07	77.2	5.77	7.06	10.09	-41.94	-6.26	0	0.6	0	-0.01	8.75		
3/31/2021 11:59:59 PM	4156	25541	464	22.79	48.06	4.48	0.16	8.4601		277147	3.04	0.29	2.75	0.58	2.58	0	0.75	0	0.75	0.67	0.87	0.59	0.67	92.21	69.33	3.3	0.32	2.98	-0.34			1.68	1.68	55.9	3.74	0.58	-3.25	210.09	126.78	0.06	0.1	0	0	-14.52		
3/31/2021 11:59:59 PM	4231	19508	633	14.52	0	3.75	1.31	13.7454		137591	2.69	0.34	2.35	2	2.06	0	2.3	0	2.3	1.84	1.81	1.84	1.84	97.05	60.55	2.77	0.35	2.43	0.08	83.67	19.78	1.63	1.63	30.95	13	6.05	-2.71	27.11	22.85	0.13	1.18	0	0	-33.57		
3/31/2021 11:59:59 PM	5069	199628	5032	4.16	0	4.46	1.73	44.98	50.7322	440956	5.69	0.36	5.33	0	0.94	0	4.39	0.35	4.73	4.56	4.56	3.74	4.56	91.47	39.73	6.22	0.4	5.83	0			2.55	2.55	69.7	10.2	6.48	12.3	-12.89	-11	0	1.73	0	-0.02	6.34		
3/31/2021 11:59:59 PM	5135	84363	1651	10.48	0	5.79	1.62	15.3817		542789	3.87	0.46	3.41	0.54	2.24	0.11	1.6	0	1.6	1.22	1.27	1.22	1.22	93.77	64.99	4.12	0.49	3.64	0.08	32.17	16.56	1.34	1.34	64.21	7.9	9	0.59	55.3	-29.02	0.17	1.45	0	0	-16.66		
3/31/2021 11:59:59 PM	5210	251223	7128	21.85	30.54	8.5	0.52	9.2081	15.5736	2539439	3.07	0.3	2.77	0.66	1.97	0.01	1.45	0	1.44	1.12	1.12	1.12	1.12	93.73	85.54	3.27	0.32	2.95	0.01	233.03	129.72	1.26	1.25	60.7	7.87	4.18	0.47	278.31	-2.04	0.04	0.47	0	0	-19.3		
3/31/2021 11:59:59 PM	5461	77089	2417	26.06	27.02	7.6	0.46	9.5818		777992	3.46	0.11	3.34	0.26	2.25	0	1.35	0	1.35	1.24	1.25	1.07	1.24	95.08	84.15	3.64	0.12	3.52	-0.01			1.33	1.33	62.03	9.09	2.75	10.71	484.15	53.1	0	0.46	0	0	-5.92		
3/31/2021 11:59:59 PM	5751	38874	953	15.02	47.22	4.38	1.99	15.292		245266	3.85	0.29	3.56	0.71	2.5	0	1.76	0	1.76	1.55	1.53	1.39	1.55	94.74	67.36	4.06	0.31	3.75	0.03	87.58	50.21	1.58	1.58	60.69	5.12	5.91	3.3	-19.24	-57.36	0.42	1.57	0	0	0.73		
3/31/2021 11:59:59 PM	6039	34081	1402	25.47	0	5.9	1.56	9.7764		346241	4.22	0.2	4.02	1.5	3.37	0.1	2.05	0.04	2.09	1.62	1.72	1.62	1.62	92.89	58.9	4.54	0.22	4.33	0	928	479	1.6	1.58	65.72	16.78	11.86	12.49	80.11	-40.23	0.01	1.55	0	0	-28.32		
3/31/2021 11:59:59 PM	6329	103824	6175	32.64	16.19	22.16	0.62	9.0035	13.1449	1149908	6.86	0.28	6.58	1.47	4.39	0.83	2.83	0	2.83	2.15	2.56	2.15	2.15	94.16	59.17	7.28	0.29	6.99	0.54	8.56	3.46	1.84	1.82	75.88	20.34	5.42	27.2	100.76	15.15	0	0.62	0	0	-5.74		
3/31/2021 11:59:59 PM	7009	98498	7440	-15.25	13.44	15.5	0	12.4245	21.2141	786597	1.19	0.01	1.18	11.96	9.48	0	3.66	0	3.7	3.78	3.78	2.92	3.78	98.21	53.37	1.21	0.01	1.2	0			0	0	46.24	26.99	0	16.04	-73.09		0	0	0	0.04	-22.96		
3/31/2021 11:59:59 PM	7045	25310	249	19.06	0	1.39	0.64	9.3425		248231	2.68	0.29	2.38	0.33	2.08	0.12	0.51	0	0.51	0.4	0.4	0.4	0.4	96.74	75.03	2.77	0.3	2.46	0.34	4.3	3.76	1.26	1.26	33.7	3.86	2.26	1.51	260.41	0.38	0	0.64	0	0	-5.32		
3/31/2021 11:59:59 PM	7072	40660	508	11.74	0	12.39	0.56	10.2403	16.3349	358208	3.77	0.41	3.36	0.66	3.21	0.08	0.73	0	0.73	0.57	0.67	0.57	0.57	90.2	71.17	4.18	0.45	3.73	-0.03			1.16	1.13	69.98	5.03	15.76	-2.47	145.63	-0.48	0.19	0.37	0	0	2.98		
3/31/2021 11:59:59 PM	7456	10468	780	12.74	32.05	7.98	0	8.9922	14.301	113665	5.69	0.46	5.23	0.4	2.78	0	2.86	0	2.86	2.74	2.74	2.26	2.74	94.6	69.82	6.01	0.48	5.53	0			1.18	1.18	62.7	20.58	0	1.22	51.34	18.46	0	0	0	0	-13.08		
3/31/2021 11:59:59 PM	7634	10483	378	10.15	306.88	1.67	0.45	12.9978		79798	4.41	0.52	3.89	0.33	2.31	0	1.92	0	1.92	1.89	1.68	1.51	1.89	98.02	66.9	4.5	0.53	3.97	0.32	8.79	6.83	2.1	2.1	67.99	-28.43	1.82	2.57	81.62	-0.4	0.07	0.38	0	0	-5.89		
3/31/2021 11:59:59 PM	8033	49123	1618	15.03	30.9	11.91	1.1	13.6422		359935	5.17	0.89	4.29	0.25	2.03	0.24	2.27	0	2.27	1.8	1.81	1.8	1.8	95.13	61.97	5.44	0.93	4.51	0.29	10.98	2.21	0.63	0.63	78.88	9.21	5.23	10.68	74.99	137.76	0.29	0.81	0	0	-4.43		
3/31/2021 11:59:59 PM	8462	28207	749	-7.3	26.7	6.01	1.54	15.7584		169471	3.25	0.12	3.14	0.43	1.6	0.14	1.82	0	1.82	1.77	1.9	1.44	1.77	92.61	50.59	3.51	0.13	3.39	0.01	404.5	251.12	3.51	3.51	32.36	7.76	3.11	-0.25	-39.78	-22.67	0	1.54	0	0	-2.05		
3/31/2021 11:59:59 PM	8631	7233	149	11.63	26.85	2.06	3.78	10.6402		67959	2.8	0.19	2.6	0.95	2.56	0	0.99	0.15	1.14	0.88	0.88	0.88	0.88	89.45	57.54	3.13	0.22	2.91	0			1.01	1.01	55.7	6.05	20.82	12.8	3.03	4.53	0	3.78	0	0	-29.45		
3/31/2021 11:59:59 PM	9357	107757	4646	30.96	0	27.57	0	10.8283		788338	4.3	0.1	4.21	0.15	1.98	0	2.37	0	2.36	2.36	2.39	1.86	2.36	96.92	78.85	4.44	0.1	4.34	-0.04			0.74	0.74	83.12	17.62	0	27.97	13057.68	-49.36	0	0	0	-0.01	10.85		
3/31/2021 11:59:59 PM	9553	18906	745	12.72	161.07	6.68	1.32	8.8194		211545	3.82	1.16	2.66	0.11	1.15	0	1.61	0	1.61	1.41	1.41	1.28	1.41	95.9	80.99	3.98	1.21	2.77	0			1.18	1.18	48.17	-9.39	5.98	-3.38	250.62	-59.52	0.16	1.17	0	0	21.51		
3/31/2021 11:59:59 PM	9807	369277	12740	14.6	76.11	4.87	0.56	13.7561	19.1134	2659541	3	0.23	2.76	0.5	1.3	0	1.96	0	1.96	1.92	1.93	1.55	1.92	93.94	81.78	3.19	0.25	2.94	-0.02			1.84	1.84	62.65	3.3	24.88	6.61	66.22	30.2	0	0.56	0	0	-28.08		
3/31/2021 11:59:59 PM	9955	23500	492	16.98	66.06	4	0.05	12.0848		192548	3	0.33	2.67	0.22	1.91	-0.21	1.19	0	1.19	1.02	0.82	0.94	1.02	100.38	63.58	2.99	0.33	2.66	-0.01			1.86	1.86	46.69	2.81	0.17	-0.68	4.33	-4	0	0.05	0	0	-7.29		
3/31/2021 11:59:59 PM	10250	49503	1745	31.52	48.65	8.99	0.03	7.8057	16.0951	593361	3.44	0.22	3.21	0.75	2.6	0.11	1.25	0	1.25	1.18	1.28	0.99	1.18	96.63	85.56	3.56	0.23	3.33	0	480	330.5	1.49	1.49	56.59	7.16	0.2	15.49	280.79	32.94	0	0.03	0	0	-10.84		
3/31/2021 11:59:59 PM	10849	28986	696	8.47	11.06	4.89	0	10.1508		262612	3.99	0.5	3.49	0.35	2.32	0.21	1.31	0	1.31	1.06	1.27	1.06	1.06	95.14	86.14	4.19	0.52	3.67	0			1.39	1.39	62.54	8.52	1.97	24.2	70.66	-42.74	0	0	0	0	-3.58		
3/31/2021 11:59:59 PM	11145	29073	853	24.74	0	8.29	0.38	8.0954	15.5965	357159	3.31	0.41	2.91	0.56	2.19	0.07	1.21	0	1.21	0.96	1.04	0.96	0.96	91.09	70.07	3.64	0.45	3.19	-0.02			1.35	1.34	58.03	11.81	8.37	-2.48	293.84	60.28	0	0.38	0	0	-11.81		
3/31/2021 11:59:59 PM	11640	46609	720	12.11	0	1.09	1.18	11.4379		405510	2.8	0.28	2.52	0.56	2.14	0	0.94	0	0.94	0.71	0.67	0.71	0.71	93.09	63.17	3.01	0.3	2.71	0.08	23.35	19.99	1.61	1.61	43.57	6.1	4.42	-4.26	49.96	-33.81	0	1.18	0	0	-15.48		
3/31/2021 11:59:59 PM	11837	16194	202	19.92	0	2.33	0	11.5682	24.9229	132769	2.85	0.3	2.55	0.21	1.94	0	0.81	0	0.81	0.61	0.61	0.61	0.61	98.12	79.39	2.9	0.3	2.6	0			1.6	1.6	43	4.92	3.62	15.88	-23.96	-63.93	0	0	0	0	-6.62		
3/31/2021 11:59:59 PM	12030	71078	3625	17.69	0	7.07	1.1	15.3317	25.4526	463081	4.43	0.32	4.11	1.37	2.09	0	3.39	0	3.39	3.13	4.25	3.13	3.13	91.38	57.32	4.85	0.35	4.5	-1.59			3.47	3.47	67.85	20.93	6.37	8.81	68.19	82.21	0.04	1.06	0	0	-15.31		
3/31/2021 11:59:59 PM	12142	23967	997	26.61	0	5.97	0.29	9.822		287549	4.12	0.19	3.93	0.42	2.54	0.04	1.77	0.04	1.81	1.39	1.42	1.39	1.39	92.58	54.91	4.45	0.2	4.25	0.01	307.75	104.88	1.28	1.28	42.67	15.79	3.67	0.62	2.39	11.65	0.29	0	0	0	-4.89		
3/31/2021 11:59:59 PM	12311	12124279	544825	10.25	59.08	0.66	0.82	8.975	13.7611	122374724	2.87	-0.39	3.26	1.13	2.39	-0.15	2.2	0	2.2	1.79	1.38	1.78	1.78	93.61	80.78	3.07	-0.41	3.48	0.31	9.66	6.63	2.12	2.08	63.78	7.36	8.47	3.28	665.89	-50.23	0.19	0.63	0.01	0	-0.98	-0.04	
3/31/2021 11:59:59 PM	12647	19140	399	16.66	26.57	3.24	0.15	10.1224	17.2181	184273	3.32	0.21	3.12	0.17	2.32	0	0.96	0	0.96	0.87	0.86	0.76	0.87	95.75	55.88	3.47	0.22	3.25	0	420	268	0.97	0.97	58.39	6.17	0.85	3.87	26.03	-28.41	0	0.15	0	0	-18.27		
3/31/2021 11:59:59 PM	12656	2085	40	18.54	0	10.13	0.82	10.0674	19.4291	20630	3.78	0.25	3.53	0.37	2.87	0.02	1.01	0	1.03	0.78	0.79	0.78	0.78	92.96	60.46	4.07	0.27	3.8	0			1.67	1.67	52.23	7.75	11.94	6.04	27.16	-100	0	0.82	0	0.02	-41.2		
3/31/2021 11:59:59 PM	12946	194298	6319	8.43	0	13.13	1.14	9.8487	13.8374	1810955	4.21	0.52	3.68	0.69	2.16	0.27	1.94	0.04	1.86	1.4	1.6	1.4	1.4	94.27	88	4.46	0.56	3.91	0.07	35.96	23.43	1.73	1.72	73.37	13.12	7.28	3.62	78.04	-22.96	0.03	1.11	0	-0.13	14.28		
3/31/2021 11:59:59 PM	13103	353747	24121	27.39	0.52	40.35	0.15	12.8786	14.8789	2808446	3.26	0.22	3.04	0.43	2.19	0.03	1.26	0	4.17	3.46	3.48	3.44	3.44	95.81	81.73	3.41	0.23	3.18	0.01	498.75	80.61	0.92	0.92	69.86	27.97	2.93	13.47	203.97	5.79	0	0.15	0.02	2.91	-4.38		
3/31/2021 11:59:59 PM	13251	6280	283	22.17	127.21	9.73	2.84	10.386	17.3007	60360	3.72	0.1	3.63	1.07	2.72	0.1	1.88	0	1.88	1.88	2.01	1.49	1.88	93.54	69.36	3.98	0.11	3.88	-0.05			1.67	1.67	58.26	-4.87	16.32	15.6	38.8		0	2.84	0	0	-55.59		
3/31/2021 11:59:59 PM	13457	4330	24	10.01	0	-31.35	0	16.3184		26461	2.55	0.18	2.37	0.27	2.07	0	0.57	0	0.57	0.36	0.36	0.36	0.36	93.68	52.7	2.72	0.19	2.52	0			1.11	1.11	31.24	1.78	0	-12.6	38.41	24.57	0	0	0	0	-86.72		
3/31/2021 11:59:59 PM	14155	28952	1365	19.06	0	12.29	0.77	10.4649		273389	4.5	0.2	4.29	0.61	2.77	0.11	2.02	0	2.02	2	2.13	1.6	2	92.92	75.03	4.84	0.22	4.62	-0.03			1.63	1.63	77.03	19.28	9.14	11.1	143.25	20.66	0.1	0.68	0	0	-7.36		
3/31/2021 11:59:59 PM	14650	5475	213	12.95	0	1.43	0.45	11.3995		47329	5.52	0.57	4.96	0.88	3.11	0.21	2.52	0	2.52	1.8	2.04	1.8	1.8	94.31	63.19	5.86	0.6	5.26	-0.03			2.65	2.65	70.06	15.87	8.89	11.72	36.01	128.18	0.08	0.37	0	0	-17.21		
3/31/2021 11:59:59 PM	14753	5646	170	26.66	12.94	4.41	0	8.0578	21.2586	57857	3.35	0.22	3.13	0.08	1.96	0	1.25	0	1.28	1.18	1.18	1.18	1.18	94.42	54.39	3.55	0.23	3.32	0			2.47	2.47	37	10.57	0	3.8	108.97	23.7	0	0	0	0.03	-79.07		
3/31/2021 11:59:59 PM	14865	54552	1469	46.23	0	10.53	1.58	8.1712		649054	4.17	0.11	4.06	0.56	3.31	0.07	1.24	0	1.24	0.91	0.98	0.91	0.91	94.8	63.94	4.4	0.12	4.28	-0.01			1	1	71.61	10.92	13.36	20.08	1729.98	179.95	0.08	1.51	0	0	-26.62		
3/31/2021 11:59:59 PM	14977	10105	60	7.52	0	1.8	0	18.8		53750	4.32	0.29	4.03	0.19	3.53	0.11	0.57	0	0.57	0.45	0.56	0.45	0.45	94.55	62.71	4.57	0.31	4.26	0			1.55	1.55	72.46	2.38	0	4.16	-1.62	31.45	0	0	0	0	-11.15		
3/31/2021 11:59:59 PM	16551	43349	1932	23.88	183.18	4.31	0.69	10.4286		395148	4.06	0.33	3.73	1.48	3.02	0.15	2.04	0	2.04	1.96	2.11	1.61	1.96	80.3	64.44	5.05	0.41	4.65	-0.01			1.64	1.63	57.45	-14.36	4.71	-1.48	132.43	-25.65	0	0.69	0	0	-10.74		
3/31/2021 11:59:59 PM	17110	31389	3851	5.82	0	8.84	0	18.2734	20.9793	171774	1.09	0.19	0.89	31	22.9	0	8.99	0.01	8.99	8.97	8.97	7.1	8.97	96.46	78.9	1.13	0.2	0.93	0			0.44	0.44	34.83	52.28	0	-3.89	56.45	1.1	0	0	0	-0.01	24.63		
3/31/2021 11:59:59 PM	17147	1836502	51620	15.29	67.8	3.9	0.63	9.3128	13.4871	14197498	3.23	0.22	3.01	0.63	1.83	0	1.81	0.05	1.86	1.45	1.35	1.45	1.45	91.88	68.88	3.51	0.24	3.27	0.16	16.47	13.88	2.16	2.16	62.44	3.53	2.9	7.16	214.97	7.12	0.01	0.62	0	0	4.8	0	
3/31/2021 11:59:59 PM	17259	5741	13	8.29	169.23	-0.72	0.14	9.0839		62209	3.42	0.33	3.08	0.96	3.94	0	0.11	0	0.11	0.08	0.08	0.08	0.08	91.12	67.38	3.75	0.37	3.38	0.01	13	44.25	0.55	0.55	50.26	-0.62	0.74	-9.92	-7.45	56.37	0	0.14	0	0	-17.13		
3/31/2021 11:59:59 PM	17950	70692	1661	21.41	19.57	10.27	0.64	8.7014	19.7232	711997	3.41	0.41	3	0.26	1.96	0.04	1.26	0	1.26	0.93	0.97	0.93	0.93	95.3	69.83	3.58	0.43	3.15	0	1105.5	679.62	1.75	1.74	41.57	7.46	4.49	4.03	325.33	-64.04	0	0.64	0	0	-6.27		
3/31/2021 11:59:59 PM	17978	124600	1006	7.09	0	2.82	0.07	39.9892		311584	2.55	0.34	2.21	0.6	1.15	0	1.66	0	1.66	1.29	1.29	1.29	1.29	96.99	60.04	2.63	0.35	2.28	0			1.08	1.08	41.72	3.24	0.5	1.21	-28.62	7.96	0.07	0	0	0	-16.7		
3/31/2021 11:59:59 PM	18050	75723	2425	26.27	43.18	5.63	1.51	9.4488	18.1349	754113	3.54	0.25	3.29	0.66	2.34	0.24	1.38	0	1.38	1.29	1.52	1.09	1.29	96.83	53.89	3.66	0.26	3.4	0	718.75	434	1.78	1.77	47.97	7.18	6.92	3.84	167.05	-10.44	0.06	1.45	0	0	-3.68		
3/31/2021 11:59:59 PM	18827	159908	4425	19.12	0	11.36	0.33	8.9875		1691517	3.09	0.29	2.8	0.8	2.15	0.14	1.31	0	1.31	1.05	1.19	1.05	1.05	94.37	86.11	3.28	0.31	2.97	0			0.84	0.84	82.55	11.18	2.59	17.35	214.92	-45.31	0.02	0.31	0	0	4.34		
3/31/2021 11:59:59 PM	18836	18620	458	16.67	29.26	4.05	0.65	10.032		184848	4.38	0.49	3.89	0.65	3.23	0.01	1.3	-0.02	1.28	0.99	0.87	0.99	0.99	93.57	65.09	4.68	0.52	4.15	0.17	10.26	7.12	1.2	1.2	70.86	7	21.9	4.91	67.39	14.8	0.17	0.48	0	0	-9.49		
3/31/2021 11:59:59 PM	18854	110678	5104	7.37	19.49	14.94	1.89	11.2275	15.3512	981634	5.38	0.36	5.02	0.14	1.86	0.52	2.78	0	2.78	2.08	2.58	2.08	2.08	98.12	65.77	5.48	0.36	5.12	0.02	162.1	54.32	1.26	1.26	81.38	15.15	11.86	9.43	-1.35	21.07	0.23	1.67	0	0	0.92		
3/31/2021 11:59:59 PM	19356	9280	262	2.94	4.96	1.74	0.55	9.5913		93537	4.46	0.41	4.06	0.58	3.49	0	1.15	0	1.14	1.12	1.12	0.9	1.12	91.89	63.87	4.86	0.44	4.41	0			1.21	1.21	75.14	10.65	4.87	8.69	12.91	-54.86	0.25	0.3	0	0	13.34		
3/31/2021 11:59:59 PM	19936	34478	903	19.57	56.92	5.74	0.21	8.6722	17.734	393752	2.9	0.17	2.73	0.42	1.94	0	1.22	0	1.22	0.92	0.87	0.92	0.92	97.04	69.51	2.99	0.17	2.81	0.11	24.22	22.73	2.39	2.39	44.93	4.48	1.73	3.23	60.73	-38.55	0	0.21	0	0	-39.63		
3/31/2021 11:59:59 PM	19972	21902	179	15.87	0	4.46	3	18.4253	50.3398	118869	2.4	0.39	2.01	0.11	1.2	0	0.91	0	0.91	0.6	0.59	0.6	0.6	81.47	80.69	2.94	0.48	2.47	0.03	73	33.08	0.88	0.88	37.34	3.28	6.1	1.04	-0.17		0	3	0	0	-34.63		
3/31/2021 11:59:59 PM	20053	16698	506	24.68	0	11.46	3	11.9106		138809	4.2	0.72	3.48	0.92	2.23	0.17	1.99	0	1.99	1.46	1.63	1.46	1.46	94.97	67	4.42	0.76	3.66	0			1.29	1.29	79.29	12.29	19.07	20.88	131.88	-14.32	0	3	0	0	6.59		
3/31/2021 11:59:59 PM	20633	36882	756	8.3	21.43	5.58	4.64	11.5153		324508	3.8	0.37	3.43	0.88	2.83	0.28	1.19	0.07	1.25	0.93	1.01	0.93	0.93	91.02	77.31	4.17	0.4	3.76	0.29	7.01	4.72	1.3	1.3	71.09	6.44	61.2	11.39	-32.75	21.19	0	4.64	0	-0.01	-0.98		
3/31/2021 11:59:59 PM	20857	16448	665	25.98	119.4	0.76	0	8.795	17.3702	166896	3.6	0.34	3.26	0.24	1.69	0	1.81	0	1.81	1.59	1.59	1.43	1.59	98.52	77.42	3.66	0.35	3.31	0.01	665	250.75	1.34	1.34	42.44	-3.07	2.73	-3.64	193.47	-65.48	0	0	0	0	-5.42		
